,Number of queens,Arrangement time
0,4,0.0
1,5,0.0
2,6,0.0
3,7,0.0
4,8,0.0
5,9,0.0
6,10,0.0
7,11,0.0
8,12,0.0
9,13,0.0
10,14,0.008149862289428711
11,15,0.0030083656311035156
12,16,0.01897573471069336
13,17,0.014271974563598633
14,18,0.08548259735107422
15,19,0.011530399322509766
16,20,0.44400453567504883
