,Number of queens,Arrangement time,Energy,Validity
0,4,0.0,0.0,True
1,14,0.051064252853393555,0.0,True
2,24,0.210615873336792,0.0,True
3,34,0.6045122146606445,0.0,True
4,44,1.3775856494903564,0.0,True
5,54,2.6511666774749756,0.0,True
6,64,5.1606621742248535,0.0,True
7,74,10.20240831375122,0.0,True
8,84,17.02672266960144,0.0,True
9,94,24.380226373672485,0.0,True
