,Number of queens,Arrangement time,Solution found
0,4,0.00407862663269043,True
1,22,0.16379976272583008,True
2,40,0.9821279048919678,True
3,58,3.45322847366333,True
4,76,11.469593524932861,True
5,94,24.48786973953247,True
6,112,46.48976397514343,True
7,130,85.08457064628601,True
8,148,140.92361640930176,True
9,166,302.62883949279785,True
10,184,413.4545941352844,True
